2021-02-02 08:29:32 [scrapy.utils.log] INFO: Scrapy 2.4.1 started (bot: school_scraper)
2021-02-02 08:29:32 [scrapy.utils.log] INFO: Versions: lxml 4.6.2.0, libxml2 2.9.10, cssselect 1.1.0, parsel 1.6.0, w3lib 1.22.0, Twisted 20.3.0, Python 3.9.1 (default, Dec  8 2020, 07:51:42) - [GCC 10.2.0], pyOpenSSL 20.0.1 (OpenSSL 1.1.1i  8 Dec 2020), cryptography 3.3.1, Platform Linux-4.19.128-microsoft-standard-x86_64-with-glibc2.31
2021-02-02 08:29:32 [scrapy.utils.log] DEBUG: Using reactor: twisted.internet.epollreactor.EPollReactor
2021-02-02 08:29:32 [scrapy.crawler] INFO: Overridden settings:
{'BOT_NAME': 'school_scraper',
 'LOG_FILE': 'logs/school_scraper/get_kv/aa8e50fe650211eba4c100155d31bcd3.log',
 'NEWSPIDER_MODULE': 'school_scraper.spiders',
 'SPIDER_MODULES': ['school_scraper.spiders']}
2021-02-02 08:29:32 [scrapy.extensions.telnet] INFO: Telnet Password: bca00176fc340a4c
2021-02-02 08:29:32 [scrapy.middleware] INFO: Enabled extensions:
['scrapy.extensions.corestats.CoreStats',
 'scrapy.extensions.telnet.TelnetConsole',
 'scrapy.extensions.memusage.MemoryUsage',
 'scrapy.extensions.logstats.LogStats']
2021-02-02 08:29:32 [scrapy.middleware] INFO: Enabled downloader middlewares:
['scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
 'scrapy.downloadermiddlewares.cookies.CookiesMiddleware',
 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2021-02-02 08:29:32 [scrapy.middleware] INFO: Enabled spider middlewares:
['scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
 'scrapy.spidermiddlewares.offsite.OffsiteMiddleware',
 'scrapy.spidermiddlewares.referer.RefererMiddleware',
 'scrapy.spidermiddlewares.urllength.UrlLengthMiddleware',
 'scrapy.spidermiddlewares.depth.DepthMiddleware']
2021-02-02 08:29:32 [scrapy.middleware] INFO: Enabled item pipelines:
[]
2021-02-02 08:29:32 [scrapy.core.engine] INFO: Spider opened
2021-02-02 08:29:32 [scrapy.extensions.logstats] INFO: Crawled 0 pages (at 0 pages/min), scraped 0 items (at 0 items/min)
2021-02-02 08:29:32 [scrapy.extensions.telnet] INFO: Telnet console listening on 127.0.0.1:6023
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://ghaziabad.kvs.ac.in/enrolment-statistics/tc-issued> (referer: https://ghaziabad.kvs.ac.in)
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://babugarhcantt.kvs.ac.in/academics/results-analysis> (referer: https://babugarhcantt.kvs.ac.in)
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://ghaziabad.kvs.ac.in/school-strengthening-vidyalayas/infrastructure> (referer: https://ghaziabad.kvs.ac.in)
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://babugarhcantt.kvs.ac.in/academics/fees-structure> (referer: https://babugarhcantt.kvs.ac.in)
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://ghaziabad.kvs.ac.in/school-strengthening-vidyalayas/atal-tinkering-lab> (referer: https://ghaziabad.kvs.ac.in)
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://ghaziabad.kvs.ac.in/school-strengthening-vidyalayas/ict-initiatives> (referer: https://ghaziabad.kvs.ac.in)
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://babugarhcantt.kvs.ac.in/academics/student-achiever> (referer: https://babugarhcantt.kvs.ac.in)
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://ghaziabad.kvs.ac.in/school-strengthening-vidyalayas/digital-language-labs> (referer: https://ghaziabad.kvs.ac.in)
2021-02-02 08:29:40 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://babugarhcantt.kvs.ac.in/user/login> (referer: https://babugarhcantt.kvs.ac.in)
2021-02-02 08:29:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://aligarh.kvs.ac.in/feedback-form> (referer: https://aligarh.kvs.ac.in/)
2021-02-02 08:29:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://ghaziabad.kvs.ac.in/user/login> (referer: https://ghaziabad.kvs.ac.in)
2021-02-02 08:29:41 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/terms-conditions-1086> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://babugarhcantt.kvs.ac.in/administration/rti-apio> (referer: https://babugarhcantt.kvs.ac.in)
2021-02-02 08:29:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/miscellaneous> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/grievance> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/hyperlink-policy-0> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/disclaimer-4> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:42 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://bulandshahar.kvs.ac.in/feedback-form> (referer: https://bulandshahar.kvs.ac.in)
2021-02-02 08:29:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/privacy-policy-3> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:43 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-tender> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:44 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/feedback-form> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/pustakophaar> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/gender-sensitization> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/promotion-language> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/celebrationsall> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:45 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/helpdesk> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/scientist-making> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/student-empowerment-programme> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:46 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-initiatives-students/learning-fun> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academic-activities/students-council> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academic-activities/art-culture> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academic-activities/youth-parliament> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academic-activities/vidyalaya-patrikanewsletter> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:48 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academic-activities/education-incursion> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academic-activities/scout-guide-ncc> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academic-activities/co-curricular-activities> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:49 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academic-activities/sports> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/bala-initiatives> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/modernisation-labs> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/library-e-granthalaya> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:51 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/sop-ndma> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/harit-vidyalayaswachh-vidyalaya> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/ict-initiatives> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/infrastructure> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:52 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/digital-language-labs> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-strengthening-vidyalayas/atal-tinkering-lab> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/maths-science-education> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:53 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/terms-conditions-1086> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/guidance-counselling> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/ek-bharat-shrestha-bharat> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/disclaimer-4> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/hyperlink-policy-0> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/elementary-education> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/grievance> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/academic-result> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/student-e-diary> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/privacy-policy-3> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:54 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/compensation-academic-loss-programme-calp> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/promotion-language> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/academic-planner> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/miscellaneous> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-tender> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/celebrationsall> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/helpdesk> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/pustakophaar> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/creative-corner> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-kvs-news> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-academics-overview/mentors> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:55 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-announcement> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/gender-sensitization> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/student-empowerment-programme> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/vision-mission> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-gyan-kosh> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/scientist-making> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/school-contact-us> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/feedback-form> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/shri-c-s-azad> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/gallery/school-video-gallery> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/gallery/school-photo-gallery> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:56 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/work> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/activities/innovations> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-initiatives-students/learning-fun> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-academic-activities/youth-parliament> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/activities/co-curricular-activity> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-academic-activities/art-culture> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/activities/calendar-activity> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-academic-activities/vidyalaya-patrikanewsletter> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-academic-activities/students-council> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/enrolment-statistics/student-vacancy> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-academic-activities/education-incursion> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mathuracantt.kvs.ac.in/enrolment-statistics/tc-issued> (referer: https://mathuracantt.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-academic-activities/co-curricular-activities> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:57 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-academic-activities/scout-guide-ncc> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-strengthening-vidyalayas/modernisation-labs> (referer: https://mahoba.kvs.ac.in)
2021-02-02 08:29:58 [scrapy.core.engine] DEBUG: Crawled (200) <GET https://mahoba.kvs.ac.in/school-strengthening-vidyalayas/library-e-granthalaya> (referer: https://mahoba.kvs.ac.in)
